type,queue,priority,language,tag_1,tag_2
Incident,Customer Service,low,en,Security,Network
Incident,Technical Support,medium,de,Bug,Network
Incident,Technical Support,medium,de,Bug,Outage
Problem,Product Support,medium,de,Customer,Campaigns
Incident,Technical Support,high,en,Bug,Performance
Problem,Human Resources,low,de,HR,Employee
Incident,Product Support,high,en,Access,Bug
Problem,IT Support,medium,de,Outage,Disruption
Incident,Product Support,medium,de,Crash,Performance
Incident,Customer Service,low,en,Bug,Performance
Problem,Technical Support,medium,en,Performance,Bug
Request,Product Support,medium,de,Customer,Product
Change,Service Outages and Maintenance,high,de,Bug,Performance
Incident,Returns and Exchanges,medium,en,Bug,Performance
Problem,IT Support,medium,en,Bug,Performance
Problem,Product Support,medium,en,Bug,Performance
Incident,Technical Support,high,en,Outage,Technical
Incident,Customer Service,medium,en,Feedback,IT
Change,Customer Service,high,en,Security,IT
Request,Billing and Payments,high,en,Billing,Payment
Problem,IT Support,high,de,Technical,Outage
Problem,Product Support,high,de,Technical,Security
Change,Customer Service,low,de,Feature,Feedback
Problem,Product Support,high,de,Bug,Performance
Request,Returns and Exchanges,high,en,Technical,Security
Incident,IT Support,high,de,Outage,Disruption
Change,Customer Service,low,en,Feature,Feedback
Request,Product Support,medium,de,Feature,Product
Incident,Sales and Pre-Sales,high,en,Security,Outage
Incident,Technical Support,medium,de,Technical,Bug
Incident,Technical Support,high,de,Outage,Bug
Incident,Service Outages and Maintenance,low,en,Technical,Incident
Request,Customer Service,medium,de,Feature,Documentation
Problem,Returns and Exchanges,high,de,Technical,Billing
Incident,Technical Support,high,en,Incident,Security
Request,Customer Service,medium,en,Documentation,Feature
Incident,Technical Support,high,en,Campaign,Performance
Change,Technical Support,high,en,Security,IT
Request,Customer Service,low,en,Feedback,Product
Change,Service Outages and Maintenance,high,de,Security,IT
Problem,Technical Support,medium,de,Malware,Hardware
Incident,Service Outages and Maintenance,medium,en,Technical,Outage
Incident,Technical Support,high,en,Breach,Security
Incident,Product Support,high,de,Security,Bug
Request,Customer Service,low,en,Feedback,Sales
Incident,Product Support,medium,en,Technical,Bug
Incident,Product Support,medium,de,Bug,Performance
Request,IT Support,low,de,Documentation,Feedback
Problem,Billing and Payments,medium,de,Billing,Technical
Change,Product Support,medium,de,Technical,Integration
Request,Sales and Pre-Sales,low,en,Technical,Product
Problem,Technical Support,medium,en,Security,Bug
Problem,Technical Support,high,en,Bug,Performance
Request,Billing and Payments,high,en,Payment,Customer
Change,Technical Support,high,en,Security,IT
Incident,Technical Support,high,de,Crash,Website
Problem,IT Support,high,en,Technical,Bug
Incident,Technical Support,low,en,Crash,App
Request,Billing and Payments,high,de,Feedback,Sales
Incident,Technical Support,high,en,Technical,Bug
Incident,Technical Support,high,de,Bug,Performance
Incident,Technical Support,high,en,Security,IT
Incident,Technical Support,medium,de,Technical,Hardware
Incident,Product Support,high,de,Performance,Outage
Incident,Technical Support,high,en,Crash,Security
Incident,IT Support,low,en,Bug,Performance
Request,Customer Service,medium,en,Feedback,Sales
Request,Technical Support,high,en,Technical,Performance
Request,Technical Support,high,en,Feature,Documentation
Request,IT Support,medium,en,Customer,Marketing
Problem,Product Support,high,de,Bug,Performance
Incident,Product Support,low,de,Login,Feature
Request,Technical Support,high,en,Customer,Marketing
Incident,Billing and Payments,medium,de,Security,Performance
Problem,Product Support,low,en,Technical,Security
Incident,Billing and Payments,high,en,Billing,Payment
Incident,Product Support,medium,de,Performance,Bug
Problem,Technical Support,medium,en,Technical,Bug
Incident,Technical Support,high,en,Technical,Outage
Change,Technical Support,high,en,Customer,Product
Incident,Technical Support,low,de,Technical,Bug
Incident,Billing and Payments,high,de,Billing,Account
Incident,Customer Service,medium,en,Ad,Campaign
Incident,Technical Support,high,de,Crash,Outage
Problem,Customer Service,low,en,Security,Bug
Request,IT Support,medium,en,Documentation,Feedback
Problem,Product Support,medium,en,Bug,Performance
Request,IT Support,medium,en,Feature,Documentation
Change,Product Support,high,de,Security,IT
Incident,IT Support,high,de,Crash,Bug
Incident,Customer Service,low,de,Network,Performance
Request,Human Resources,high,en,Technical,Integration
Request,Sales and Pre-Sales,low,en,Security,Product
Request,Customer Service,medium,de,Customer,Product
Incident,Technical Support,medium,en,Technical,Security
Change,IT Support,medium,de,Customer,Feature
Request,IT Support,medium,de,Feedback,Feature
Incident,Product Support,medium,de,Bug,Performance
Incident,Technical Support,high,en,Performance,IT
Request,Technical Support,high,de,Feedback,Sales
Request,Product Support,high,en,Digital,Strategy
Incident,Technical Support,medium,de,Bug,Performance
Problem,Product Support,medium,en,Feedback,Performance
Incident,Billing and Payments,medium,de,Billing,Customer
Incident,Human Resources,low,en,Bug,Performance
Incident,Technical Support,medium,en,Feature,IT
Request,Customer Service,medium,de,Security,Documentation
Change,IT Support,medium,de,Feature,Feedback
Change,Product Support,low,en,Feature,Feedback
Incident,Technical Support,high,en,Hardware,Performance
Problem,Customer Service,medium,de,Technical,Integration
Change,Product Support,high,en,Technical,Customer
Change,Service Outages and Maintenance,low,en,Maintenance,Performance
Change,Product Support,low,en,Security,Privacy
Problem,Returns and Exchanges,high,de,Bug,Performance
Problem,Technical Support,low,de,Bug,Performance
Request,Customer Service,low,en,Sales,Feedback
Incident,Returns and Exchanges,medium,en,Technical,Integration
Incident,Product Support,high,de,Technical,Customer
Problem,Product Support,medium,en,Network,Performance
Incident,Product Support,high,de,Customer,Strategy
Request,Product Support,medium,en,Technical,Product
Incident,Technical Support,high,en,Feedback,Performance
Request,IT Support,medium,en,Feedback,Sales
Request,Billing and Payments,medium,de,Billing,Payment
Problem,Customer Service,medium,en,Performance,IT
Problem,Returns and Exchanges,medium,en,Feedback,Performance
Incident,Technical Support,high,en,Bug,Network
Change,Service Outages and Maintenance,high,de,Technical,Security
Problem,Sales and Pre-Sales,medium,en,Technical,Bug
Request,Billing and Payments,medium,en,Feature,Documentation
Incident,Technical Support,medium,de,Technical,Bug
Request,Product Support,medium,en,Feedback,Sales
Problem,Billing and Payments,medium,de,Technical,Security
Problem,Billing and Payments,high,en,Billing,Refund
Incident,Technical Support,high,de,Bug,Performance
Incident,Technical Support,high,en,Security,Incident
Request,Customer Service,low,en,Feature,Documentation
Request,Technical Support,low,de,Feature,Product
Change,Product Support,high,en,Feature,Feedback
Incident,Technical Support,high,de,Bug,Performance
Incident,Returns and Exchanges,low,en,Technical,Security
Incident,Technical Support,high,en,Feedback,IT
Incident,IT Support,high,en,Bug,Performance
Problem,Product Support,high,de,Bug,Performance
Request,Service Outages and Maintenance,medium,en,Documentation,Tech Support
Request,Billing and Payments,medium,en,Security,IT
Incident,Technical Support,medium,en,Technical,Bug
Request,IT Support,high,de,Feedback,Feature
Incident,Product Support,low,en,Bug,Performance
Incident,Product Support,high,de,Bug,Performance
Problem,IT Support,medium,de,Bug,Performance
Incident,Product Support,low,en,General,Feedback
Incident,Product Support,medium,en,Bug,Performance
Request,IT Support,high,de,Marketing,Integration
Request,Customer Service,high,en,Customer,Product
Incident,Product Support,medium,en,Technical,Bug
Request,Returns and Exchanges,medium,en,Feedback,Sales
Request,IT Support,medium,en,Technical,Hardware
Incident,Technical Support,low,de,Technical,Outage
Problem,Product Support,medium,en,Security,IT
Incident,Technical Support,high,en,Incident,DataLoss
Request,Sales and Pre-Sales,low,de,Security,Backup
Incident,Technical Support,medium,en,Security,Incident
Problem,Product Support,medium,en,Bug,Network
Request,Billing and Payments,medium,en,Security,Product
Incident,Technical Support,low,de,Technical,Bug
Incident,Sales and Pre-Sales,medium,de,Sales,Lead
Incident,Customer Service,high,de,Bug,Feature
Incident,Customer Service,low,de,Technical,Bug
Problem,Product Support,high,de,Bug,Performance
Incident,Technical Support,medium,en,Technical,Bug
Incident,Customer Service,medium,de,Data Loss,Security
Problem,Sales and Pre-Sales,medium,en,Security,Breach
Change,Product Support,high,de,Feature,Feedback
Change,Human Resources,medium,en,HR,Request
Incident,Billing and Payments,medium,en,Billing,Payment
Change,IT Support,medium,en,Technical,Security
Problem,Billing and Payments,low,en,Bug,Network
Incident,Technical Support,high,de,Bug,Crash
Request,Product Support,medium,de,Feedback,IT
Change,Product Support,medium,en,Security,Compliance
Change,IT Support,medium,en,Technical,Security
Incident,Returns and Exchanges,low,en,Crash,Technical
Incident,Technical Support,high,en,Bug,Performance
Change,IT Support,high,en,Security,Hardware
Incident,Technical Support,high,en,Technical,Crash
Problem,Billing and Payments,high,de,Payment,Billing
Request,IT Support,high,en,Feature,Documentation
Problem,Technical Support,high,en,Performance,Outage
Change,Service Outages and Maintenance,high,en,Technical,Security
Incident,Service Outages and Maintenance,high,de,Outage,Bug
Incident,Service Outages and Maintenance,high,en,Disruption,Performance
Problem,IT Support,medium,de,Crash,Hardware
Change,Returns and Exchanges,low,de,Feedback,Product
Request,Customer Service,low,de,Customer,Strategy
Problem,Returns and Exchanges,high,de,Technical,Bug
Change,Billing and Payments,medium,en,Billing,Payment
Problem,Technical Support,medium,en,Bug,Crash
Problem,Product Support,medium,de,Customer,Technical
Incident,Service Outages and Maintenance,high,de,Technical,Bug
Problem,Technical Support,low,en,Crash,Hardware
Request,Product Support,high,de,Feedback,Sales
Problem,Customer Service,medium,en,Bug,Performance
Request,Customer Service,low,en,Feature,Performance
Incident,Sales and Pre-Sales,low,de,Feedback,Performance
Problem,Technical Support,high,en,Security,Virus
Incident,Product Support,low,de,Bug,Performance
Problem,Technical Support,high,de,Security,Alert
Request,Customer Service,high,de,Feedback,Product
Problem,Returns and Exchanges,high,en,Security,IT
Problem,Customer Service,high,en,Bug,Crash
Incident,Billing and Payments,low,de,Billing,Payment
Problem,Product Support,low,en,Feature,Feedback
Request,Customer Service,high,de,Feature,Documentation
Incident,Technical Support,high,en,Performance,Bug
Problem,Product Support,medium,en,Technical,Bug
Request,Customer Service,low,de,Security,Breach
Problem,Product Support,medium,en,Technical,Bug
Incident,Human Resources,medium,en,Bug,Performance
Problem,Product Support,medium,en,Security,Bug
Change,Service Outages and Maintenance,high,en,Bug,Disruption
Incident,Technical Support,high,en,Performance,IT
Request,Billing and Payments,low,de,Billing,Payment
Incident,Customer Service,medium,en,Feedback,Performance
Incident,Technical Support,medium,de,Security,Bug
Request,Customer Service,low,de,Feature,Documentation
Request,Product Support,high,de,Technical,Customer
Incident,Product Support,high,en,Bug,Performance
Incident,Technical Support,medium,de,Bug,Performance
Request,Technical Support,high,en,Technical,Product
Incident,Returns and Exchanges,low,de,Customer,Bug
Request,Billing and Payments,medium,de,Feedback,Sales
Change,Product Support,high,en,Technical,Documentation
Change,Product Support,high,en,Performance,Feature
Request,Customer Service,high,en,Customer,Marketing
Request,Product Support,high,en,Technical,Investment
Request,Billing and Payments,high,en,Customer,Subscription
Problem,Service Outages and Maintenance,high,en,Disruption,Network
Incident,Product Support,high,en,Bug,Crash
Problem,Technical Support,high,de,Bug,Security
Incident,IT Support,medium,de,Performance,Bug
Change,Product Support,low,en,Feature,Performance
Incident,Service Outages and Maintenance,high,de,Outage,Disruption
Problem,Product Support,medium,de,Technical,Project
Problem,Technical Support,high,de,Technical,Bug
Problem,Product Support,medium,en,Feedback,Feature
Incident,Billing and Payments,medium,en,Billing,Bug
Incident,Product Support,high,en,Technical,Bug
Incident,IT Support,low,de,Security,IT
Incident,Technical Support,high,de,Ad,Application
Request,Product Support,high,de,Documentation,IT
Incident,Product Support,high,de,Outage,Disruption
Incident,Technical Support,high,de,Technical,Bug
Change,Billing and Payments,low,de,Billing,Payment
Problem,Technical Support,high,de,Bug,Performance
Change,Billing and Payments,high,en,Billing,Payment
Incident,Technical Support,high,de,Network,Performance
Problem,Technical Support,high,en,Incident,Security
Change,Returns and Exchanges,medium,en,Feature,Performance
Change,Product Support,high,de,Technical,Security
Incident,Service Outages and Maintenance,low,de,Outage,Disruption
Request,IT Support,high,en,Technical,Integration
Request,Billing and Payments,medium,en,Security,IT
Incident,Billing and Payments,high,de,Billing,Technical
Problem,Product Support,medium,en,Breach,Security
Incident,Product Support,medium,de,Technical,Bug
Incident,Customer Service,high,en,Bug,Crash
Incident,Product Support,medium,de,Technical,Bug
Problem,Technical Support,high,en,Technical,Security
Problem,Technical Support,high,en,Technical,Security
Incident,IT Support,high,en,Bug,Network
Incident,IT Support,medium,en,Security,IT
Change,Product Support,high,de,Feedback,Feature
Incident,Technical Support,medium,en,Crash,Performance
Request,IT Support,high,de,Technical,Product
Request,Sales and Pre-Sales,medium,de,Billing,Sales
Request,Technical Support,high,en,Feedback,Sales
Incident,IT Support,medium,en,Technical,Hardware
Problem,IT Support,medium,en,Technical,Bug
Incident,Technical Support,high,en,Technical,Bug
Incident,Product Support,medium,de,Technical,Customer
Request,Technical Support,high,de,Technical,Documentation
Request,Technical Support,medium,en,Technical,Security
Request,Customer Service,high,en,Digital,Marketing
Request,Sales and Pre-Sales,medium,de,Feedback,Product
Incident,Billing and Payments,medium,de,Billing,Refund
Problem,IT Support,high,de,Security,Breach
Problem,Billing and Payments,low,en,Billing,Refund
Request,Billing and Payments,medium,en,Feedback,Sales
Problem,Customer Service,low,en,Bug,Crash
Incident,Product Support,medium,en,Bug,Performance
Request,Product Support,medium,en,Feature,Feedback
Change,IT Support,medium,de,Security,IT
Problem,Billing and Payments,high,en,Billing,Customer
Problem,IT Support,high,en,Technical,Customer
Incident,Technical Support,medium,de,Bug,Performance
Request,Technical Support,medium,en,Feedback,Product
Problem,Technical Support,high,en,Bug,Performance
Request,Billing and Payments,medium,en,Technical,Security
Request,Customer Service,low,en,Documentation,Feature
Incident,Technical Support,high,en,Technical,Bug
Incident,Returns and Exchanges,medium,de,Customer,Technical
Problem,IT Support,low,de,Login,Outage
Incident,Human Resources,low,de,Security,Bug
Problem,Sales and Pre-Sales,high,en,Technical,Bug
Problem,IT Support,high,de,Network,Performance
Incident,General Inquiry,low,en,Bug,Performance
Request,Billing and Payments,medium,en,Payment,Billing
Incident,IT Support,medium,en,Outage,Performance
Request,Product Support,medium,en,Customer,Product
Incident,IT Support,high,en,Technical,Campaign
Incident,Technical Support,high,de,Technical,Bug
Problem,Billing and Payments,high,de,Billing,Feedback
Incident,Technical Support,high,de,Network,Disruption
Change,IT Support,high,de,Security,IT
Incident,Sales and Pre-Sales,low,de,Technical,Customer
Change,Product Support,medium,de,Product,Feature
Request,Returns and Exchanges,medium,de,Security,Documentation
Incident,Billing and Payments,high,en,Billing,Payment
Incident,IT Support,medium,en,Bug,Performance
Incident,Billing and Payments,medium,en,Billing,Payment
Request,Billing and Payments,high,de,Billing,Payment
Incident,Technical Support,high,de,Bug,Performance
Request,Technical Support,high,de,Customer,Product
Request,Billing and Payments,medium,en,Billing,Product
Request,Billing and Payments,medium,en,Billing,Payment
Problem,Customer Service,medium,en,Bug,Performance
Request,Customer Service,high,de,Security,IT
Request,Billing and Payments,medium,en,Billing,Payment
Change,Technical Support,medium,en,Technical,Guidance
Incident,Service Outages and Maintenance,high,en,Outage,Disruption
Request,Product Support,medium,en,Feedback,Sales
Problem,Product Support,high,de,Security,Login
Incident,IT Support,high,en,Login,Bug
Incident,Returns and Exchanges,medium,de,Feedback,Performance
Request,Customer Service,medium,en,Marketing,Strategy
Request,Human Resources,medium,en,Feature,IT
Problem,Customer Service,high,de,Technical,Customer
Request,IT Support,high,en,Technical,Customer
Request,Customer Service,high,en,Feature,Documentation
Request,IT Support,medium,en,Security,IT
Problem,Technical Support,high,de,Bug,Network
Problem,Technical Support,high,en,Performance,Outage
Incident,Human Resources,low,de,Network,Performance
Incident,Technical Support,low,en,Technical,Customer
Change,IT Support,high,en,Feature,Documentation
Problem,Technical Support,high,en,Bug,Performance
Incident,Returns and Exchanges,high,de,Technical,Docker
Incident,Returns and Exchanges,low,en,Technical,Customer
Incident,Technical Support,medium,en,Security,Alert
Problem,Technical Support,high,de,Bug,Performance
Incident,Customer Service,low,de,Technical,Bug
Incident,Customer Service,low,en,Security,Virus
Change,IT Support,high,en,Technical,Hardware
Problem,Billing and Payments,low,de,Security,IT
Incident,Technical Support,high,en,Technical,Dashboard
Problem,Product Support,low,en,Security,Bug
Problem,Sales and Pre-Sales,low,en,Social,Customer
Request,Product Support,high,de,Technical,Product
Problem,Product Support,high,de,Bug,Performance
Incident,Product Support,high,en,Feedback,Product
Change,Customer Service,medium,en,Customer,Product
Incident,Billing and Payments,high,de,Technical,Security
Incident,Returns and Exchanges,medium,de,Performance,Feedback
Change,Product Support,low,de,Product,Feature
Request,Billing and Payments,high,en,Billing,Payment
Incident,IT Support,low,en,Technical,Hardware
Incident,Technical Support,high,de,Outage,Disruption
Request,IT Support,medium,en,Feature,Documentation
Change,Customer Service,medium,de,Bug,Security
Problem,Technical Support,high,en,Outage,Performance
Request,IT Support,medium,en,Customer,Training
Incident,Returns and Exchanges,high,de,Feedback,Product
Problem,Billing and Payments,high,de,Billing,Customer
Incident,Product Support,high,de,Technical,Customer
Request,Billing and Payments,low,de,Billing,Product
Problem,Customer Service,high,de,Bug,Performance
Incident,Service Outages and Maintenance,high,en,Crash,Outage
Incident,Technical Support,medium,de,Technical,Outage
Request,Product Support,high,en,Product,Feature
Incident,Returns and Exchanges,high,en,Security,IT
Change,IT Support,high,en,Technical,Security
Change,Technical Support,medium,en,Feedback,Feature
Request,Technical Support,low,en,Feature,Product
Incident,Returns and Exchanges,low,de,Bug,Network
Incident,IT Support,high,de,Technical,Issue
Problem,IT Support,medium,en,Technical,Integration
Incident,General Inquiry,low,en,Bug,Performance
Problem,Product Support,high,en,Feedback,Product
Incident,Product Support,medium,en,Security,Breach
Request,Technical Support,medium,en,Security,Feature
Incident,Technical Support,low,de,Technical,Bug
Request,IT Support,high,en,Network,Performance
Request,Product Support,high,en,Technical,Customer
Incident,Technical Support,high,en,Bug,Performance
Request,Technical Support,medium,en,Feedback,Documentation
Incident,Technical Support,medium,de,Outage,Disruption
Request,Returns and Exchanges,medium,en,Billing,Product
Incident,IT Support,high,en,Outage,Network
Incident,Technical Support,high,en,Network,Performance
Request,Returns and Exchanges,medium,de,Product,Technical
Incident,Returns and Exchanges,high,de,Security,Bug
Request,Product Support,high,de,Technical,Product
Request,Customer Service,medium,en,Feedback,Sales
Request,Technical Support,medium,de,Feature,Documentation
Request,Returns and Exchanges,low,de,Feedback,Sales
Incident,Human Resources,low,en,Security,Alert
Problem,Returns and Exchanges,high,en,Feedback,Marketing
Problem,Technical Support,medium,de,Bug,Performance
Request,Customer Service,high,de,Product,Feature
Request,Product Support,low,de,IT,Tech Support
Incident,Technical Support,high,en,Performance,IT
Request,Sales and Pre-Sales,medium,en,Customer,Strategy
Problem,Returns and Exchanges,low,en,Marketing,Strategy
Incident,Returns and Exchanges,low,en,Bug,Return
Incident,Technical Support,high,en,Technical,Integration
Problem,IT Support,high,de,Login,Bug
Request,Product Support,medium,en,Feature,Feedback
Incident,Technical Support,high,de,Technical,Bug
Request,Product Support,medium,de,Customer,Guidance
Problem,Technical Support,high,de,Technical,Issue
Problem,Technical Support,high,de,Bug,Crash
Change,Customer Service,low,en,Security,Breach
Problem,Technical Support,medium,de,Bug,Crash
Request,Billing and Payments,high,de,Billing,Customer
Incident,Service Outages and Maintenance,high,de,Security,Incident
Incident,Product Support,medium,de,Feedback,Feature
Problem,Billing and Payments,medium,de,Billing,Payment
Problem,Returns and Exchanges,low,de,Customer,Strategy
Incident,Product Support,low,de,Customer,Network
Problem,Technical Support,high,en,Technical,Bug
Change,Product Support,high,de,Feature,Feedback
Incident,Product Support,low,en,Bug,Performance
Incident,Product Support,low,de,Security,IT
Incident,Technical Support,high,en,Bug,Crash
Incident,Technical Support,high,de,Customer,Technical
Request,Product Support,low,de,Technical,Integration
Problem,Product Support,medium,en,Feedback,IT
Request,Customer Service,medium,de,Backup,Security
Problem,IT Support,medium,de,Bug,Crash
Problem,IT Support,low,en,Login,Issue
Incident,Customer Service,medium,de,Login,Performance
Incident,IT Support,medium,en,Technical,Customer
Request,Sales and Pre-Sales,high,en,Technical,Product
Request,Customer Service,low,en,Customer,Integration
Request,Technical Support,high,en,Security,Documentation
Incident,Technical Support,high,de,Security,IT
Problem,Customer Service,medium,en,Security,Breach
Incident,IT Support,medium,en,Outage,Network
Change,Technical Support,high,en,Product,Feature
Incident,Service Outages and Maintenance,high,de,Disruption,Performance
Incident,Technical Support,medium,de,Performance,Network
Incident,Billing and Payments,medium,en,Bug,Billing
Problem,Technical Support,medium,en,Security,IT
Problem,Technical Support,medium,de,Malware,Security
Change,IT Support,medium,en,Feature,Feedback
Problem,Technical Support,medium,en,Technical,Security
Incident,Product Support,medium,en,Feedback,Sales
Incident,Customer Service,medium,en,Security,Breach
Change,Customer Service,medium,en,Feedback,Sales
Problem,Product Support,medium,de,Feedback,Performance
Request,Sales and Pre-Sales,low,en,Feature,Documentation
Problem,Product Support,high,de,"Technical,Customer,Bug,Integration,WordPress,Elasticsearch,Disruption,Resolution",None
Request,Billing and Payments,low,de,Feature,Documentation
Request,Billing and Payments,high,en,Customer,Marketing
Request,Customer Service,medium,en,Security,Documentation
Request,Product Support,high,de,Customer,Strategy
Request,Technical Support,high,de,Security,Patient
Problem,IT Support,high,de,Network,Disruption
Change,Product Support,medium,en,Security,Compliance
Incident,Customer Service,medium,de,Technical,Product
Request,Service Outages and Maintenance,high,de,Customer,Outage
Request,Returns and Exchanges,high,en,Technical,Integration
Change,Returns and Exchanges,medium,de,Feature,Feedback
Incident,Technical Support,high,de,Performance,Disruption
Incident,Product Support,medium,de,Technical,Security
Request,Technical Support,medium,en,Feature,Performance
Incident,IT Support,high,de,Network,Performance
Problem,Technical Support,high,en,Integration,Network
Incident,Product Support,high,de,Technical,Bug
Change,General Inquiry,low,en,Feedback,Feature
Request,IT Support,high,en,Security,IT
Incident,Product Support,medium,de,Feedback,Performance
Incident,IT Support,medium,de,Performance,Outage
Request,Technical Support,high,de,Security,Documentation
Request,Product Support,medium,de,Feedback,Documentation
Incident,Customer Service,medium,de,Security,Bug
Change,IT Support,low,en,Technical,Security
Incident,Technical Support,high,de,Security,Bug
Request,Technical Support,high,en,Customer,Inquiry
Request,Billing and Payments,low,en,Billing,Payment
Problem,Customer Service,medium,en,Technical,Security
Request,Technical Support,medium,de,Sales,Strategy
Incident,Product Support,low,en,Technical,Customer
Request,Service Outages and Maintenance,high,de,Feedback,Support
Incident,IT Support,low,de,Customer,Bug
Incident,IT Support,high,en,Security,Virus
Request,Product Support,medium,en,Feedback,Sales
Request,IT Support,high,en,Feature,Documentation
Request,Returns and Exchanges,high,en,Product,Performance
Problem,Customer Service,medium,en,Technical,Customer
Incident,Technical Support,medium,de,Technical,Product
Problem,Technical Support,high,de,Performance,Outage
Problem,Billing and Payments,medium,de,Billing,Technical
Problem,IT Support,high,en,Network,Performance
Problem,Technical Support,high,en,Performance,IT
Request,Billing and Payments,high,en,Feature,Performance
Incident,IT Support,high,en,Security,Breach
Change,IT Support,medium,en,Technical,Upgrade
Incident,IT Support,medium,de,"Technical,Customer,Bug,Product,Outage,Resolution",None
Request,Product Support,medium,de,Technical,Product
Incident,Technical Support,high,en,Technical,Product
Incident,Technical Support,high,en,Bug,Performance
Incident,Returns and Exchanges,high,de,Technical,Docker
Incident,Service Outages and Maintenance,medium,en,Security,Breach
Change,Product Support,medium,de,Technical,Product
Incident,IT Support,medium,en,Security,Breach
Incident,Customer Service,low,de,Customer,Technical
Request,Product Support,medium,en,Security,Documentation
Incident,Technical Support,high,en,Technical,Synchronization
Request,Customer Service,medium,de,Feedback,Sales
Request,Technical Support,high,de,Feature,Documentation
Change,IT Support,high,de,Feedback,Sales
Request,Product Support,high,en,Customer,Guidance
Problem,Technical Support,high,en,Bug,Performance
Incident,Technical Support,high,en,Security,IT
Request,Service Outages and Maintenance,high,de,Outage,Maintenance
Request,Product Support,medium,de,Feature,Documentation
Incident,Billing and Payments,medium,de,Billing,Payment
Incident,Billing and Payments,medium,de,Security,Bug
Incident,Billing and Payments,medium,en,Billing,Product
Request,Product Support,low,de,Backup,Security
Incident,Product Support,medium,de,Bug,Performance
Change,IT Support,high,en,Marketing,Strategy
Incident,Customer Service,medium,en,Customer,Marketing
Problem,Product Support,low,de,Technical,Security
Request,Product Support,high,en,Guidance,Digital Strategy
Request,Product Support,high,en,Feedback,Sales
Incident,General Inquiry,high,en,Security,Breach
Incident,Returns and Exchanges,low,de,Bug,Performance
Problem,Sales and Pre-Sales,high,en,Technical,Bug
Request,Technical Support,high,en,Security,Documentation
Problem,IT Support,high,en,Network,Performance
Request,Billing and Payments,medium,de,Payment,Billing
Incident,Customer Service,low,en,Security,Breach
Incident,Product Support,high,en,Technical,Bug
Incident,Customer Service,high,de,Technical,Bug
Problem,Technical Support,high,de,Bug,Performance
Request,Product Support,medium,en,Feature,Documentation
Incident,Product Support,medium,en,Bug,Performance
Incident,Technical Support,high,en,Feedback,Performance
Change,Service Outages and Maintenance,high,en,Outage,Disruption
Problem,IT Support,low,de,Crash,Bug
Request,Technical Support,low,de,Customer,Tool
Incident,IT Support,high,de,Bug,Performance
Incident,Technical Support,medium,en,Technical,Bug
Change,Product Support,medium,en,Technical,Guidance
Incident,Technical Support,high,en,Security,Network
Incident,IT Support,high,en,Technical,Hardware
Problem,Customer Service,medium,de,Bug,Performance
Incident,Technical Support,low,de,Performance,IT
Problem,Technical Support,high,en,Security,Breach
Change,Technical Support,high,en,Feature,Performance
Incident,IT Support,high,de,Bug,Crash
Incident,IT Support,medium,en,Security,IT
Request,Technical Support,high,de,Customer,Product
Problem,Product Support,medium,en,Feedback,Performance
Problem,Technical Support,medium,en,Bug,Performance
Incident,Product Support,medium,en,Technical,Integration
Request,Billing and Payments,medium,en,Sales,Feature
Incident,Returns and Exchanges,medium,de,Feedback,Performance
Change,Returns and Exchanges,high,en,Security,Performance
Incident,Returns and Exchanges,medium,en,Security,Breach
Change,Billing and Payments,high,en,Billing,Payment
Incident,Product Support,medium,en,Feedback,Performance
Incident,Product Support,medium,de,Technical,Bug
Incident,Technical Support,low,en,Technical,Bug
Request,Customer Service,high,en,Security,Documentation
Incident,Technical Support,high,en,Security,IT
Request,IT Support,medium,en,Technical,Customer
Change,Billing and Payments,medium,en,Billing,Payment
Problem,Technical Support,high,en,Security,IT
Request,Customer Service,high,en,Technical,Software
Request,Technical Support,medium,de,Feature,Documentation
Incident,Technical Support,medium,de,Technical,Security
Problem,Technical Support,high,en,Network,Performance
Request,Technical Support,high,de,Feature,Performance
Request,Billing and Payments,high,de,Customer,Security
Incident,Product Support,high,de,Technical,Customer
Incident,Product Support,medium,en,Security,Outage
Problem,Product Support,low,en,Feedback,Performance
Incident,Product Support,low,de,Performance,Bug
Request,IT Support,low,de,Documentation,Feature
Incident,Service Outages and Maintenance,high,de,Disruption,Network
Problem,Customer Service,medium,de,Technical,Bug
Request,Product Support,medium,en,Security,Hardware
Request,Technical Support,high,en,Documentation,Feature
Change,Returns and Exchanges,high,en,Sales,Marketing
Incident,Service Outages and Maintenance,high,de,Outage,Network
Problem,Customer Service,medium,de,Security,Breach
Incident,Technical Support,high,de,Technical,Synchronization
Request,Product Support,high,en,Technical,Product
Incident,IT Support,medium,de,Bug,Performance
Request,Product Support,high,en,Technical,Integration
Incident,Service Outages and Maintenance,high,en,Outage,Disruption
Problem,Returns and Exchanges,high,de,Technical,Customer
Problem,Technical Support,high,en,Technical,Bug
Incident,Product Support,medium,en,Feedback,Performance
Change,Product Support,low,en,Bug,Performance
Problem,Customer Service,low,de,Bug,Performance
Request,Customer Service,medium,de,Customer,Product
Request,Technical Support,high,en,Feature,Documentation
Incident,Service Outages and Maintenance,high,de,Bug,Performance
Problem,Product Support,medium,en,Security,Bug
Incident,Technical Support,medium,de,Login,Feedback
Request,Customer Service,high,de,Security,Privacy
Incident,IT Support,high,de,Performance,Network
Request,Product Support,medium,de,Security,Documentation
Request,Technical Support,high,de,Security,Documentation
